pvote,wc,south,dem,te,censor
1,0.121951997,1,1,26,0
1,0.131070003,1,1,43,0
0.579999983,0.042720001,1,1,26,0
0.579999983,0.075933002,1,1,53,0
0.579999983,0.106008999,1,1,58,0
0.519999981,0.024541,1,1,26,0
0.519999981,0.123250999,1,1,53,0
0.519999981,0.130614996,1,1,56,0
0.620000005,0.021795999,1,0,26,0
0.620000005,0.039997999,1,0,53,0
0.620000005,0.053847,1,0,58,0
0.670000017,0.432372004,1,1,26,0
0.670000017,0.438719988,1,1,53,0
0.670000017,0.442099005,1,1,65,0
0.670000017,0.514405012,1,1,71,0
0.519999981,0.164767995,1,1,26,0
0.519999981,0.234685004,1,1,53,0
0.519999981,0.237480998,1,1,59,0
0.649999976,0.130654007,1,0,26,0
0.649999976,0.153955996,1,0,53,0
0.649999976,0.164964005,1,0,65,0
0.649999976,0.218263,1,0,71,0
0.610000014,0.034662001,1,0,26,0
0.610000014,0.048691001,1,0,53,0
0.610000014,0.054673001,1,0,63,0
0.5,0.003608,1,0,26,0
0.5,0.047228001,1,0,53,0
0.5,0.060984001,1,0,65,0
0.5,0.061462998,1,0,68,1
0.699999988,0.25395599,0,1,26,0
0.699999988,0.323258996,0,1,53,0
0.699999988,0.304903001,0,1,65,0
0.699999988,0.370819986,0,1,66,0
0.660000026,0.062913999,0,0,26,0
0.660000026,0.081064001,0,0,38,0
0.5,0.006518,0,1,26,0
0.5,0.119161002,0,1,52,0
0.560000002,0.015628001,0,0,26,0
0.560000002,0.030571001,0,0,53,0
0.560000002,0.030113,0,0,60,0
0.649999976,0.171362996,0,1,26,0
0.649999976,0.186612993,0,1,53,0
0.649999976,0.189916,0,1,65,0
0.649999976,0.250663996,0,1,75,0
0.50999999,0.015244,0,1,26,0
0.50999999,0.020835999,0,1,53,0
0.50999999,0.066707999,0,1,65,0
0.50999999,0.122412004,0,1,71,1
0.649999976,0.082604997,0,0,26,0
0.649999976,0.085063003,0,0,53,0
0.649999976,0.112126999,0,0,61,0
0.75,0.096399002,0,0,26,0
0.75,0.150078997,0,0,53,0
0.75,0.156605005,0,0,65,0
0.75,0.179909006,0,0,75,0
0.610000014,0.057100002,0,1,26,0
0.610000014,0.091794997,0,1,53,0
0.610000014,0.087718002,0,1,65,0
0.610000014,0.112291001,0,1,75,0
0.74000001,0.76670301,0,0,26,0
0.74000001,0.879737973,0,0,53,0
0.74000001,0.933986008,0,0,65,0
0.74000001,0.93383503,0,0,75,0
1,0.567655981,0,1,26,0
1,0.547595978,0,1,53,0
1,0.525934994,0,1,65,0
1,0.57100302,0,1,75,0
0.670000017,0.569809973,0,1,26,0
0.670000017,0.576811016,0,1,53,0
0.670000017,0.624388993,0,1,65,0
0.670000017,1.688320041,0,1,70,0
0.769999981,0.132340997,0,1,26,0
0.769999981,0.132477999,0,1,53,0
0.769999981,0.186225995,0,1,65,0
0.769999981,0.218713,0,1,75,0
0.699999988,0.192983001,0,0,26,0
0.699999988,0.168000996,0,0,53,0
0.699999988,0.178615004,0,0,65,0
0.699999988,0.272298992,0,0,70,0
0.689999998,0.188734993,0,0,6,1
0.670000017,0.167088002,0,1,26,0
0.670000017,0.25186801,0,1,53,0
0.670000017,0.243399993,0,1,65,0
0.670000017,0.360496014,0,1,75,0
0.5,0.024214,0,0,26,0
0.5,0.037255,0,0,29,1
1,0.103600003,0,0,26,0
1,0.118399002,0,0,53,0
1,0.146362007,0,0,65,0
1,0.184258997,0,0,75,0
0.730000019,0.232552007,0,1,26,0
0.730000019,0.271622986,0,1,53,0
0.730000019,0.285427004,0,1,64,0
0.629999995,0.018362001,0,1,26,0
0.629999995,0.132994995,0,1,53,0
0.629999995,0.030696999,0,1,65,0
0.629999995,0.056527,0,1,71,0
0.569999993,0.015869001,0,0,26,0
0.569999993,0.006873,0,0,53,0
0.569999993,0.011955,0,0,65,0
0.569999993,0.035626002,0,0,71,1
0.5,0.015006,0,1,26,0
0.5,0.161385998,0,1,53,0
0.5,0.225869998,0,1,65,0
0.5,0.300765991,0,1,78,0
0.5,0.334560007,0,1,82,0
0.610000014,0.474754989,0,1,26,0
0.610000014,0.442705005,0,1,53,0
0.610000014,0.476817012,0,1,65,0
0.610000014,0.537858009,0,1,78,0
0.610000014,0.536673009,0,1,89,0
0.569999993,0.239695996,0,1,2,0
0.699999988,0.489257008,0,0,26,0
0.699999988,0.600166023,0,0,53,0
0.699999988,0.604560018,0,0,65,0
0.699999988,0.66187501,0,0,78,0
0.699999988,0.740918994,0,0,89,0
0.649999976,0.333413988,0,0,26,0
0.649999976,0.337729007,0,0,53,0
0.649999976,0.334825009,0,0,65,0
0.649999976,0.429879993,0,0,74,0
0.860000014,0.018061001,0,1,26,0
0.860000014,0.023363,0,1,57,0
0.860000014,0.034221999,0,1,65,0
0.860000014,0.046225,0,1,78,0
0.860000014,0.041460998,0,1,89,0
1,0.269356996,0,1,26,0
1,0.241665006,0,1,53,0
1,0.211300999,0,1,65,0
1,0.278966993,0,1,78,0
1,0.298943996,0,1,89,0
1,0.00373,0,1,26,0
1,0.001763,0,1,53,0
1,0.016713001,0,1,65,0
1,0.035332002,0,1,78,0
1,0.027372001,0,1,89,0
1,0.244553,0,1,26,0
1,0.322416991,0,1,53,0
1,0.296146989,0,1,65,0
1,0.406962007,0,1,78,0
1,0.483850986,0,1,89,0
0.779999971,0.905128002,0,1,26,0
0.779999971,1.241840005,0,1,53,0
0.779999971,1.360200047,0,1,65,0
0.779999971,1.417700052,0,1,78,0
0.779999971,1.478360057,0,1,89,0
0.879999995,0.093578003,0,1,26,0
0.879999995,0.103285998,0,1,53,0
0.879999995,0.085173003,0,1,65,0
0.879999995,0.118427999,0,1,78,0
0.879999995,0.128814995,0,1,89,0
0.930000007,0.019562,0,1,26,0
0.930000007,0.016376,0,1,53,0
0.930000007,0.01386,0,1,65,0
0.930000007,0.021032,0,1,78,0
0.930000007,0.019556999,0,1,89,0
0.74000001,1.16305995,0,1,26,0
0.74000001,1.393260002,0,1,53,0
0.74000001,1.468219995,0,1,65,0
0.74000001,1.497210026,0,1,78,0
0.74000001,1.648679972,0,1,89,0
0.600000024,0,0,0,26,0
0.600000024,0.012202,0,0,53,0
0.600000024,0.040998001,0,0,65,0
0.600000024,0.021802999,0,0,77,0
0.610000014,0.157323003,0,0,26,0
0.610000014,0.243935004,0,0,53,0
0.610000014,0.297998011,0,0,65,0
0.610000014,0.34623,0,0,76,0
0.970000029,0.438347995,0,1,26,0
0.970000029,0.331198007,0,1,53,0
0.970000029,0.351301998,0,1,65,0
0.970000029,0.438867003,0,1,78,0
0.970000029,0.356846005,0,1,89,1
0.839999974,0.037590001,0,1,26,0
0.839999974,0.077462003,0,1,53,0
0.839999974,0.067521997,0,1,65,0
0.839999974,0.061407998,0,1,71,0
0.930000007,0,0,1,26,0
0.930000007,0.033199001,0,1,53,0
0.930000007,0.041285001,0,1,65,0
0.930000007,0.01998,0,1,78,0
0.930000007,0.012411,0,1,89,0
0.560000002,0.006986,0,1,26,0
0.560000002,0.020847,0,1,53,0
0.560000002,0.045699999,0,1,65,0
0.560000002,0.047015999,0,1,78,0
0.560000002,0.000775,0,1,89,0
0.5,0.060644999,0,1,26,0
0.5,0.219754994,0,1,53,0
0.5,0.361786991,0,1,65,0
0.5,0.449357003,0,1,78,0
0.5,0.551932991,0,1,82,0
0.74000001,0.157790005,0,0,26,0
0.74000001,0.147815004,0,0,53,0
0.74000001,0.144704998,0,0,65,0
0.74000001,0.223554999,0,0,78,0
0.74000001,0.198837996,0,0,89,0
0.699999988,0.150172994,0,0,26,0
0.699999988,0.153546005,0,0,53,0
0.699999988,0.164455995,0,0,65,0
0.699999988,0.207072005,0,0,78,0
0.699999988,0.162102997,0,0,89,1
0.610000014,0.021811999,0,1,26,0
0.610000014,0.054515999,0,1,53,0
0.610000014,0.052219,0,1,65,0
0.610000014,0.116572998,0,1,75,0
0.720000029,0.124917999,0,0,26,0
0.720000029,0.131730005,0,0,46,0
1,0.190538004,0,0,26,0
1,0.221640006,0,0,53,0
1,0.232363001,0,0,65,0
1,0.238741994,0,0,78,0
1,0.214959994,0,0,89,0
0.75,0.060672998,0,0,26,0
0.75,0.060281001,0,0,53,0
0.75,0.056632999,0,0,65,0
0.75,0.055039,0,0,78,0
0.75,0.048025999,0,0,89,0
0.569999993,0.023910001,0,0,26,0
0.569999993,0.046831999,0,0,53,0
0.569999993,0.071699001,0,0,65,0
0.569999993,0.069968,0,0,71,0
0.930000007,0.123264998,0,1,26,0
0.930000007,0.131834999,0,1,53,0
0.930000007,0.127817005,0,1,65,0
0.930000007,0.164366007,0,1,78,0
0.930000007,0.164761007,0,1,82,0
0.680000007,0.126105994,0,0,26,0
0.680000007,0.165179998,0,0,53,0
0.680000007,0.139410004,0,0,65,0
0.680000007,0.130777001,0,0,78,0
0.680000007,0.158135995,0,0,89,0
0.560000002,0.040187001,0,1,26,0
0.560000002,0.102168001,0,1,53,0
0.560000002,0.140599996,0,1,65,0
0.560000002,0.200924993,0,1,78,0
0.560000002,0.074643001,0,1,83,0
0.529999971,0.024388,0,0,26,0
0.529999971,0.148019999,0,0,53,0
0.529999971,0.165496007,0,0,65,0
0.529999971,0.246939003,0,0,78,0
0.529999971,0.319263011,0,0,80,0
0.720000029,0.497076988,0,1,26,0
0.720000029,0.516075015,0,1,53,0
0.720000029,0.522265971,0,1,65,0
0.720000029,0.54895401,0,1,78,0
0.720000029,0.622448981,0,1,89,0
1,0.179322004,0,1,26,0
1,0.205627993,0,1,53,0
1,0.198431,0,1,65,0
1,0.221874997,0,1,78,0
1,0.229623005,0,1,89,0
0.959999979,0.148056999,0,0,26,0
0.959999979,0.179041997,0,0,53,0
0.959999979,0.202005997,0,0,65,0
0.959999979,0.269380003,0,0,73,0
0.720000029,0.383295,0,0,26,0
0.720000029,0.408104002,0,0,53,0
0.720000029,0.397004008,0,0,65,0
0.720000029,0.468605995,0,0,71,0
0.75999999,0.262483001,0,1,26,0
0.75999999,0.287532985,0,1,53,0
0.75999999,0.272825986,0,1,65,0
0.75999999,0.289626002,0,1,71,0
1,0.211293995,0,0,26,0
1,0.310375005,0,0,53,0
1,0.297674,0,0,63,0
0.600000024,0.017217999,0,0,26,0
0.600000024,0.035523999,0,0,53,0
0.600000024,0.038343001,0,0,65,0
0.600000024,0.076109998,0,0,69,0
0.74000001,0.004121,0,0,26,0
0.74000001,0.005333,0,0,53,0
0.74000001,0.040539999,0,0,65,0
0.74000001,0.054852001,0,0,71,0
0.810000002,0.033199001,0,1,26,0
0.810000002,0.028919,0,1,53,0
0.810000002,0.034658998,0,1,65,0
0.810000002,0.068177998,0,1,71,0
0.709999979,0.098004997,0,0,26,0
0.709999979,0.105581,0,0,53,0
0.709999979,0.113293,0,0,65,0
0.709999979,0.144494995,0,0,71,0
0.610000014,0.144311994,0,1,26,0
0.610000014,0.167107999,0,1,53,0
0.610000014,0.226049006,0,1,61,0
0.800000012,0.089762002,0,0,26,0
0.800000012,0.093978003,0,0,53,0
0.800000012,0.135250002,0,0,65,0
0.689999998,0.265008003,0,1,18,0
0.74000001,0.058531001,0,1,26,0
0.74000001,0.050446998,0,1,53,0
0.74000001,0.085152999,0,1,65,0
0.74000001,0.121634997,0,1,71,1
0.75,0.01887,0,0,26,0
0.75,0.065637998,0,0,53,0
0.75,0.066886999,0,0,65,0
0.75,0.105355002,0,0,67,0
0.779999971,0.090786003,0,0,26,0
0.779999971,0.089918002,0,0,53,0
0.779999971,0.087079003,0,0,65,0
0.779999971,0.083796002,0,0,67,0
0.769999981,0.049015,0,1,26,0
0.769999981,0.065422997,0,1,53,0
0.769999981,0.060394,0,1,65,0
0.769999981,0.056239001,0,1,71,0
0.769999981,0.130934,0,1,26,0
0.769999981,0.139381006,0,1,53,0
0.769999981,0.134499997,0,1,65,0
0.769999981,0.139351994,0,1,71,0
0.699999988,0.182076007,0,1,26,0
0.699999988,0.170909002,0,1,53,0
0.699999988,0.181443006,0,1,65,0
0.699999988,0.214349002,0,1,71,0
0.819999993,0.016241999,0,1,26,0
0.819999993,0.039048001,0,1,53,0
0.819999993,0.026462,0,1,61,0
0.819999993,0.052728999,0,1,71,0
0.850000024,0.212559,0,1,26,0
0.850000024,0.208536997,0,1,53,0
0.850000024,0.195224002,0,1,65,0
0.850000024,0.241273001,0,1,71,0
0.519999981,0.024289001,0,0,2,0
0.639999986,0.084738001,0,1,26,0
0.639999986,0.104327001,0,1,53,0
0.639999986,0.108539999,0,1,65,0
0.639999986,0.172690004,0,1,78,0
0.639999986,0.093906999,0,1,81,0
1,0.121942997,0,1,26,0
1,0.144589007,0,1,53,0
1,0.180655003,0,1,57,0
1,0.201383993,0,1,78,0
0.720000029,0.037369002,0,0,26,0
0.720000029,0.059927002,0,0,53,0
0.720000029,0.065045998,0,0,65,0
0.720000029,0.061326999,0,0,78,0
0.720000029,0.066688001,0,0,80,1
0.730000019,0.259903997,0,1,26,0
0.730000019,0.271272004,0,1,53,0
0.730000019,0.296077996,0,1,65,0
0.730000019,0.33207199,0,1,78,0
0.730000019,0.337388992,0,1,87,0
0.689999998,0.242211998,0,1,26,0
0.689999998,0.373959988,0,1,53,0
0.689999998,0.335123003,0,1,65,0
0.620000005,0.089011997,0,0,26,0
0.620000005,0.140139997,0,0,53,0
0.620000005,0.173571005,0,0,65,0
0.620000005,0.178227007,0,0,72,0
1,0.704055011,0,1,26,0
1,0.714911997,0,1,53,0
1,0.655606985,0,1,65,0
1,0.641864002,0,1,72,0
0.709999979,0.077473998,0,1,26,0
0.709999979,0.105520003,0,1,53,0
0.709999979,0.109065004,0,1,65,0
0.709999979,0.147750005,0,1,72,0
0.5,0.080477998,0,0,26,0
0.5,0.119746,0,0,40,1
0.75999999,0.120637998,0,1,26,0
0.75999999,0.258471996,0,1,53,0
0.75999999,0.320360005,0,1,65,0
0.75999999,0.35165599,0,1,72,0
0.930000007,0.119318999,0,1,26,0
0.930000007,0.032648999,0,1,53,0
0.930000007,0.190072,0,1,65,0
0.930000007,0.071492001,0,1,72,0
0.939999998,0.137226,0,1,26,0
0.939999998,0.168312997,0,1,33,0
0.689999998,0.168068007,0,1,26,0
0.689999998,0.181189001,0,1,53,0
0.689999998,0.180454001,0,1,65,0
0.689999998,0.196702003,0,1,72,0
0.779999971,0.347779006,0,0,26,0
0.779999971,0.356011987,0,0,53,0
0.779999971,0.309542,0,0,65,0
0.779999971,0.382472008,0,0,70,0
0.629999995,0.148607001,0,1,24,0
0.670000017,0.049520999,0,0,21,0
0.560000002,0.081350997,0,1,15,0
1,0.104073003,0,0,26,0
1,0.174594998,0,0,53,0
1,0.209610999,0,0,65,0
1,0.156375006,0,0,72,0
0.730000019,0.311964989,0,0,26,0
0.730000019,0.318226993,0,0,53,0
0.730000019,0.295652986,0,0,65,0
0.730000019,0.326752007,0,0,72,0
1,0.218447,0,1,26,0
1,0.245819002,0,1,53,0
1,0.274015993,0,1,65,0
1,0.106439002,0,1,72,0
1,0.30637601,0,1,26,0
1,0.256392002,0,1,53,0
1,0.138785005,0,1,65,0
1,0.105722003,0,1,72,0
0.660000026,0.251911998,0,0,26,0
0.660000026,0.260845989,0,0,53,0
0.660000026,0.299385011,0,0,65,0
0.660000026,0.376911014,0,0,68,0
0.779999971,0.171789005,0,1,26,0
0.779999971,0.150018007,0,1,53,0
0.779999971,0.149974003,0,1,65,0
0.779999971,0.161568999,0,1,72,0
0.569999993,0.066969998,0,0,5,0
0.569999993,0.069720998,0,0,53,0
0.569999993,0.080689996,0,0,57,0
0.730000019,0.030471999,0,0,26,0
0.730000019,0.05548,0,0,53,0
0.730000019,0.055103999,0,0,65,0
0.730000019,0.052118,0,0,72,0
1,0.122033,0,0,26,0
1,0.138797998,0,0,53,0
1,0.134085998,0,0,65,0
1,0.127722993,0,0,72,0
0.620000005,0.111603998,0,1,12,0
0.769999981,0.001608,0,0,26,0
0.769999981,0.010735,0,0,53,0
0.769999981,0.007732,0,0,65,0
0.769999981,0.016294001,0,0,72,0
0.980000019,0.081605002,0,1,26,0
0.980000019,0.114555001,0,1,53,0
0.980000019,0.123117998,0,1,65,0
0.980000019,0.122887,0,1,72,0
0.779999971,0.150071993,0,0,26,0
0.779999971,0.165202007,0,0,53,0
0.779999971,0.186063007,0,0,65,0
0.779999971,0.201532006,0,0,72,0
0.959999979,0.085887,0,1,26,0
0.959999979,0.081453003,0,1,53,0
0.959999979,0.081584997,0,1,65,0
0.959999979,0.098439999,0,1,70,0
0.620000005,0.092336997,0,0,26,0
0.620000005,0.126727998,0,0,53,0
0.620000005,0.131294996,0,0,65,0
0.620000005,0.161146,0,0,70,0
0.560000002,0.022593001,0,0,18,0
0.629999995,0.188428,1,0,26,0
0.629999995,0.240658998,1,0,53,0
0.629999995,0.258668989,1,0,65,0
0.629999995,0.277355999,1,0,74,0
0.519999981,0.026691999,1,0,26,0
0.519999981,0.033270001,1,0,53,0
0.519999981,0.048757002,1,0,65,0
0.519999981,0.052638002,1,0,76,0
0.529999971,0.194859996,1,1,26,0
0.529999971,0.183055997,1,1,53,0
0.529999971,0.247446999,1,1,61,0
0.519999981,0.003909,1,1,26,0
0.519999981,0.01025,1,1,53,0
0.519999981,0.056058001,1,1,65,0
0.519999981,0.101187997,1,1,71,1
0.689999998,0.182750002,1,1,26,0
0.689999998,0.224757001,1,1,53,0
0.689999998,0.225422993,1,1,65,0
0.689999998,0.182037994,1,1,76,0
0.75999999,0.200708002,1,1,26,0
0.75999999,0.260482013,1,1,53,0
0.75999999,0.295769006,1,1,65,0
0.75999999,0.319552004,1,1,76,0
0.709999979,0.103248,0,1,24,1
0.800000012,0.82812798,1,0,26,0
0.800000012,0.881703973,1,0,53,0
0.800000012,0.875913024,1,0,65,0
0.800000012,0.972132027,1,0,78,0
0.800000012,1.025599957,1,0,83,0
0.560000002,0.027590999,1,0,26,0
0.560000002,0.040274002,1,0,53,0
0.560000002,0.098819003,1,0,65,0
0.560000002,0.134490997,1,0,78,0
0.560000002,0.162974,1,0,83,0
0.569999993,0.036706999,1,1,26,0
0.569999993,0.144125,1,1,53,0
0.569999993,0.149939999,1,1,65,0
0.569999993,0.221336007,1,1,78,0
0.569999993,0.218900993,1,1,83,0
1,0.075080998,1,1,26,0
1,0.083003998,1,1,53,0
1,0.092959002,1,1,65,0
1,0.099905998,1,1,78,0
1,0.140377,1,1,83,0
1,0.029711001,1,1,26,0
1,0.169358,1,1,53,0
1,0.156498,1,1,65,0
1,0.160854995,1,1,78,0
1,0.168555006,1,1,83,0
0.75999999,0.274854004,1,1,26,0
0.75999999,0.383560985,1,1,53,0
0.75999999,0.393505007,1,1,65,0
0.75999999,0.529155016,1,1,78,0
0.75999999,0.565293014,1,1,83,0
0.800000012,0.256806999,1,0,26,0
0.800000012,0.439310998,1,0,53,0
0.800000012,0.451990992,1,0,65,0
0.800000012,0.455621004,1,0,78,0
0.800000012,0.549722016,1,0,83,0
0.620000005,0.033771999,1,1,26,0
0.620000005,0.153304994,1,1,53,0
0.620000005,0.188801005,1,1,65,0
0.620000005,0.203837007,1,1,78,0
0.620000005,0.215066001,1,1,83,0
0.810000002,0.000276,1,1,26,0
0.810000002,0.006486,1,1,53,0
0.810000002,0.010419,1,1,65,0
0.810000002,0.010682,1,1,78,0
0.810000002,0.007007,1,1,83,0
0.620000005,0.042982001,1,1,26,0
0.620000005,0.086925998,1,1,49,0
0.870000005,0.093183003,1,1,26,0
0.870000005,0.051833,1,1,53,0
0.810000002,0.105472997,1,0,26,0
0.810000002,0.231904998,1,0,53,0
0.810000002,0.217846006,1,0,63,0
0.660000026,0.134853005,1,1,26,0
0.660000026,0.198893994,1,1,53,0
0.660000026,0.186008006,1,1,63,0
0.600000024,0,1,1,26,0
0.600000024,0.306163013,1,1,31,1
0.670000017,0.271227986,1,0,26,0
0.670000017,0.460042,1,0,53,0
0.670000017,0.485561997,1,0,54,0
0.790000021,0.612824023,1,0,26,0
0.790000021,0.644472003,1,0,53,0
0.790000021,0.629428983,1,0,63,0
1,0.110724002,1,0,26,0
1,0.082390003,1,0,53,0
1,0.112483002,1,0,63,0
1,0.449990004,1,1,26,0
1,0.527629018,1,1,50,1
0.930000007,0.116742,1,1,26,0
0.930000007,0.182344005,1,1,51,0
0.709999979,0.015703,1,1,26,0
0.709999979,0.001217,1,1,53,0
0.709999979,0.050971001,1,1,61,0
0.519999981,0.000984,1,1,26,0
0.519999981,0.009485,1,1,50,1
0.529999971,0.001093,1,1,9,0
0.930000007,0.161732003,1,1,26,0
0.930000007,0.148387998,1,1,53,0
0.930000007,0.152358994,1,1,63,0
1,0.002515,1,1,26,0
1,0.00714,1,1,53,0
1,0.011211,1,1,63,0
1,0.084077999,1,1,26,0
1,0.058784999,1,1,53,0
1,0.050868999,1,1,63,0
0.99000001,0,1,1,26,0
0.99000001,0.018214,1,1,53,0
0.99000001,0.026062001,1,1,63,0
0.670000017,0.047518998,1,0,26,0
0.670000017,0.092187002,1,0,53,0
0.670000017,0.089607999,1,0,63,0
0.699999988,0.001165,1,1,26,0
0.699999988,0.065181002,1,1,53,0
0.699999988,0.058065001,1,1,63,0
0.930000007,0.216402993,1,0,26,0
0.930000007,0.267010987,1,0,53,0
0.670000017,0.077698998,1,0,26,0
0.670000017,0.116130002,1,0,53,0
0.670000017,0.142535001,1,0,63,0
0.639999986,0.179463997,1,1,18,0
0.920000017,0.274670988,1,1,26,0
0.920000017,0.384705007,1,1,53,0
0.920000017,0.359908015,1,1,63,0
0.709999979,0.525299013,1,1,26,0
0.709999979,0.670162022,1,1,53,0
0.709999979,0.678762019,1,1,63,0
0.689999998,0.136041999,1,0,26,0
0.689999998,0.159018993,1,0,53,0
0.689999998,0.198538005,1,0,61,0
1,0.205241993,1,1,26,0
1,0.213894993,1,1,53,0
1,0.216023996,1,1,63,0
0.589999974,0.014187,0,0,26,0
0.589999974,0.008981,0,0,49,0
0.569999993,0.056937002,0,1,26,0
0.569999993,0.073904999,0,1,53,1
0.730000019,0.039778002,1,0,26,0
0.730000019,0.060495999,1,0,53,0
0.730000019,0.053328998,1,0,65,0
0.730000019,0.084357001,1,0,75,0
0.600000024,0.042027,1,1,26,0
0.600000024,0.081270002,1,1,53,0
0.600000024,0.077909,1,1,65,0
0.600000024,0.147749007,1,1,76,0
1,0.157141,1,0,26,0
1,0.167403996,1,0,49,0
1,0.367359012,1,1,26,0
1,0.363561004,1,1,53,0
1,0.368963003,1,1,65,0
1,0.405923009,1,1,76,0
0.540000021,0.021326,1,1,26,0
0.540000021,0.033744,1,1,53,0
0.540000021,0.031870998,1,1,65,0
0.540000021,0.124945,1,1,76,0
0.629999995,0.03215,1,1,26,0
0.629999995,0.051391002,1,1,53,0
0.629999995,0.109766997,1,1,65,0
0.629999995,0.100206003,1,1,76,0
1,0.202503994,1,0,26,0
1,0.232545003,1,0,53,0
0.620000005,0.136050999,1,0,26,0
0.620000005,0.126429006,1,0,51,1
0.629999995,0.200487003,1,1,26,0
0.629999995,0.232902005,1,1,53,0
0.629999995,0.355655998,1,1,65,0
0.629999995,0.39457199,1,1,76,0
0.680000007,0.069881,1,0,26,0
0.680000007,0.075094,1,0,53,0
0.680000007,0.090327002,1,0,65,0
0.680000007,0.164708003,1,0,73,0
0.550000012,0.002427,0,0,26,0
0.550000012,0.037978999,0,0,42,1
1,0.194773003,0,1,26,0
1,0.234591007,0,1,53,0
1,0.229536995,0,1,65,0
1,0.316837996,0,1,78,0
1,0.276845992,0,1,81,0
0.5,0.01375,0,1,26,0
0.5,0.103817999,0,1,53,1
0.74000001,0.157271996,0,0,26,0
0.74000001,0.169716999,0,0,53,0
0.74000001,0.199699998,0,0,65,0
0.74000001,0.203462005,0,0,78,0
0.74000001,0.201121002,0,0,90,0
0.75999999,0.639515996,0,1,26,0
0.75999999,0.704836011,0,1,42,0
0.670000017,0.262041986,0,1,26,0
0.670000017,0.314280003,0,1,53,0
0.670000017,0.31090501,0,1,65,0
0.670000017,0.375077993,0,1,78,0
0.670000017,0.246270001,0,1,90,0
0.75999999,0.007836,0,1,26,0
0.75999999,0.050581999,0,1,53,0
0.75999999,0.057932001,0,1,65,0
0.75999999,0.139962003,0,1,78,0
0.75999999,0.065805003,0,1,90,0
0.699999988,0.112420999,0,0,26,0
0.699999988,0.143515006,0,0,53,0
0.699999988,0.142809004,0,0,65,0
0.699999988,0.223124996,0,0,78,0
0.699999988,0.231088996,0,0,82,0
0.75999999,0.138475001,0,1,26,0
0.75999999,0.230509996,0,1,53,0
0.75999999,0.249423996,0,1,65,0
0.75999999,0.308791995,0,1,78,0
0.75999999,0.288197994,0,1,89,0
0.579999983,0.028794,0,1,26,0
0.579999983,0.02857,0,1,53,0
0.579999983,0.060626,0,1,65,0
0.579999983,0.096694998,0,1,70,0
0.680000007,0.06724,0,0,26,0
0.680000007,0.089133002,0,0,53,0
0.680000007,0.070211001,0,0,65,0
0.680000007,0.129186004,0,0,67,0
1,0.186266005,0,1,26,0
1,0.194487005,0,1,53,0
1,0.193435997,0,1,65,0
1,0.225186005,0,1,70,0
0.639999986,0.072447002,0,1,26,0
0.639999986,0.138742998,0,1,53,0
0.639999986,0.173940003,0,1,65,0
0.639999986,0.252754003,0,1,78,0
0.639999986,0.282081991,0,1,80,0
0.74000001,0.29697901,0,0,26,0
0.74000001,0.339978993,0,0,53,0
0.74000001,0.339691013,0,0,65,0
0.74000001,0.373791993,0,0,78,0
0.74000001,0.394158989,0,0,89,0
0.610000014,0.232687995,0,1,26,0
0.610000014,0.307182014,0,1,53,0
0.610000014,0.36432299,0,1,65,0
0.610000014,0.442860007,0,1,78,0
0.610000014,0.436232001,0,1,80,1
0.689999998,0.198073,0,0,26,0
0.689999998,0.261346012,0,0,35,1
0.74000001,0.166191995,0,0,26,0
0.74000001,0.201303005,0,0,53,0
0.74000001,0.229634002,0,0,65,0
0.74000001,0.266970992,0,0,78,0
0.74000001,0.294369012,0,0,89,0
0.74000001,0.078502998,0,1,24,0
1,0.082028002,0,1,26,0
1,0.064718001,0,1,53,0
1,0.096490003,0,1,57,0
0.74000001,0.063026004,0,1,26,0
0.74000001,0.079977997,0,1,53,0
0.74000001,0.092533998,0,1,65,0
0.74000001,0.131871998,0,1,71,0
0.610000014,0.465977997,0,1,26,0
0.610000014,0.481236011,0,1,53,0
0.610000014,0.47923699,0,1,56,0
0.550000012,0.074878,0,0,26,0
0.550000012,0.092472002,0,0,53,0
0.550000012,0.147540003,0,0,65,0
